account_id,device_id,ip,card,address
acct_be33cd67,dev_3e91d080,ip_5a5b1946,card_25e820e3,addr_8e9c1f18
acct_b90c3be9,dev_f80c937c,ip_ed980f8e,card_5c50da19,addr_c4f5baa8
acct_e0c3308b,dev_6811e626,ip_5e7e2393,card_e266e8cc,addr_b39faf15
acct_71d59fc1,dev_b2462e0f,ip_76a1358f,card_4289caf9,addr_403b1313
acct_0072fede,dev_fcdcd30b,ip_0bd9ac6e,card_69a84f7a,addr_6d7f1f54
acct_dca18e21,dev_187de405,ip_8bce1a17,card_f785e9f8,addr_3cbe7b14
acct_827de579,dev_fc0ffd03,ip_6a92ef65,card_c2580433,addr_ccb9a9b6
acct_6155642f,dev_55c279aa,ip_ef7fa285,card_8d77c1f5,addr_d37bd367
acct_57a7991b,dev_d4690deb,ip_c924266b,card_94a111e5,addr_2279e52a
acct_d3b10fd5,dev_f228401b,ip_1ea9eae8,card_995f43a9,addr_177ebdc9
acct_65ce0026,dev_a13673d7,ip_765d0a0b,card_22ac4f0f,addr_8e099bb4
acct_4de5dad4,dev_e5b88887,ip_bac7264d,card_42435131,addr_8a19707d
acct_43f290c6,dev_a702e0f0,ip_580a9a6e,card_182d023e,addr_bd10a811
acct_a2b87f5d,dev_639fec89,ip_430d9ab8,card_5dcf155d,addr_04ab98fe
acct_90925abe,dev_3540adb5,ip_88cac62c,card_86b31add,addr_f5a995c7
acct_bbad1164,dev_d4ae2841,ip_b5824c59,card_8c8a76c7,addr_1eba4850
acct_e3e658f5,dev_f59bb2cb,ip_fa7b9c29,card_4d48beec,addr_22f8ec3a
acct_cde7d64e,dev_bf69a7dc,ip_1f48b44e,card_949179cd,addr_1f80f3a5
acct_110fb05d,dev_d51a8147,ip_1ad18a25,card_2a09bc86,addr_712f4eae
acct_b80de54f,dev_0c7e03c9,ip_c8b1eaa1,card_2484aeec,addr_692d5ee3
acct_d2552a9a,dev_70d91cad,ip_966a4706,card_eeff69f8,addr_ba6e3613
acct_9575db35,dev_e3d186b1,ip_43614e0d,card_965b826c,addr_0cca956d
acct_d0750c88,dev_4567b9d7,ip_3963fb43,card_7ac4e21f,addr_511820bc
acct_4eb0b7a8,dev_75dd8ade,ip_fb37d869,card_07587e48,addr_5bbf4011
acct_44b30d33,dev_a483f39d,ip_5efc62f5,card_13f57030,addr_a7c6dea7
acct_3ca593f8,dev_8d765357,ip_8fa91185,card_67b33cb5,addr_e5545c0e
acct_f76664a1,dev_c52959df,ip_8e16ba6a,card_db99e9cf,addr_80450c6c
acct_d4b0c35b,dev_7f20507f,ip_44c35079,card_d5ffefa2,addr_1fac8b60
acct_0bee35d2,dev_cd2b84e5,ip_305deede,card_33e6ea24,addr_27373359
acct_854d6081,dev_69766ee0,ip_e9a98fb5,card_ff0284ae,addr_188aa43e
acct_81677aea,dev_19feb6c2,ip_a3b376e6,card_b3b9b17d,addr_850abd8c
acct_aa3d606c,dev_8703280f,ip_56139cb1,card_f5c17d20,addr_db22e931
acct_c643b460,dev_6863e9ff,ip_3b238889,card_a3b4a4b0,addr_7f395f59
acct_5ad2eb90,dev_e30f1913,ip_21a4c32f,card_ff9048aa,addr_87efa97f
acct_4dc5de26,dev_4732bd07,ip_0a65a784,card_584353ee,addr_775423c9
acct_549ba3e4,dev_661cfb6f,ip_fe72060f,card_73fce683,addr_e978b6d5
acct_71b4d298,dev_a0c647bb,ip_a149000f,card_240971f8,addr_31c99cb6
acct_225e4eb8,dev_5466f6d5,ip_b383802b,card_9ab1c5e4,addr_4bcae713
acct_f225d2a1,dev_c0bec710,ip_d37ec930,card_e00a0368,addr_310820b4
acct_f75828c8,dev_ab23593c,ip_d98f3636,card_44697aa1,addr_54029a01
acct_ed128642,dev_135877ae,ip_31ea91b8,card_ea310107,addr_0d6f1811
acct_21607950,dev_3a24b71f,ip_fb639861,card_dab2eb10,addr_966c2394
acct_e9cfed7f,dev_ea810384,ip_9d40d483,card_98e26bcf,addr_6f8c3cde
acct_2b85fcd3,dev_9d1e3eee,ip_44f8c088,card_5a3ea39b,addr_bca0ca4f
acct_07569a16,dev_6f1bb4cf,ip_193d5573,card_c5d0ea62,addr_064c0c07
acct_e2135fad,dev_9a79a03e,ip_cf2a7197,card_942dc5f0,addr_ff92ea47
acct_577a184e,dev_47164207,ip_b24c4630,card_b504caf5,addr_abf0df4a
acct_1fd4cffc,dev_4711d64c,ip_407619e1,card_016272d2,addr_8369ecdb
acct_b037a5ab,dev_475a82a9,ip_2cdc1e63,card_85f159db,addr_31ec057e
acct_ba2b9ad4,dev_facef8ed,ip_a02252cd,card_1db3626e,addr_81bcc7ff
acct_f6356181,dev_90ce029b,ip_775d3fc2,card_f7f37c5d,addr_8d0c194d
acct_9f8ce293,dev_e1a0a9d3,ip_826a1f9c,card_c3c39b5d,addr_8211c2b1
acct_a418d1ce,dev_55dd57f0,ip_4da71a16,card_7137687a,addr_7c1a5c2f
acct_fdf4240d,dev_9c215005,ip_adc45640,card_d3e1f400,addr_8324ecc4
acct_592febeb,dev_32980aac,ip_44d41cf3,card_020594dd,addr_7ef6db0d
acct_a80d1491,dev_f34a646a,ip_8926b864,card_fa8a0e20,addr_3b451b02
acct_2f503f27,dev_289fa602,ip_11dcefda,card_fbbe8d44,addr_373779e9
acct_17571990,dev_8f15dcdf,ip_aad26edc,card_4979296e,addr_3f50f07c
acct_f591df47,dev_0b003b57,ip_31c73c63,card_0526e9ca,addr_e623349b
acct_5d62aa3d,dev_de61db6c,ip_805e11c3,card_e9193c9d,addr_a892e7c2
acct_4ad91365,dev_2e55350e,ip_d5e13ef4,card_47d10e86,addr_043b8d54
acct_ae8a67f5,dev_a5c2f6de,ip_4f30e828,card_88baf66b,addr_7b4dfec4
acct_5481e48a,dev_44d770f2,ip_54e5ea7c,card_d6742fa7,addr_61add394
acct_badeafbc,dev_4c64a23c,ip_48fe412b,card_51e95130,addr_5242d283
acct_c52bb19c,dev_91c509f2,ip_10be1124,car_727b7c7b,addr_8a38e80e
acct_cd793a1f,dev_b9395ba7,ip_17bdd5b1,card_31fc361e,addr_f3757b32
acct_76fc30a0,dev_e96a94da,ip_685ebb28,card_9de01226,addr_f2fc6786
acct_adabc8ec,dev_a92c74c9,ip_58dc31b9,card_395e1cd6,addr_1daa3bdd
acct_d208a196,dev_4eb47291,ip_123171e6,car_18e9983a,addr_9c4cc712
acct_e4759242,dev_2f0445ca,ip_1e560fe5,card_fbc8d5b6,addr_5b1a4689
acct_ed4214bb,dev_be612991,ip_4e4c4897,card_940b6387,addr_5399f05e
acct_989783c7,dev_6b148931,ip_5a972fc2,card_792f6416,addr_d2df90d1
acct_c44c6350,dev_dc684ae7,ip_2e4e8560,card_750424d8,addr_ff352b3a
acct_49d997e5,dev_e1627c27,ip_41366e08,card_b2958ffc,addr_0122972e
acct_79921a7e,dev_5c7be4fa,ip_d1597d8e,card_666b56db,addr_85d44938
acct_7469266e,dev_e14c659d,ip_21c0518f,card_e6b4f703,addr_32522936
acct_bb38d741,dev_b86852ca,ip_00a1e4e5,card_e0220bb0,addr_05461124
acct_7ac175cf,dev_2409c8e2,ip_7edb73d0,card_5b6256e0,addr_ed35e876
acct_1549e82f,dev_6752d36c,ip_a16d08d3,card_5da90276,addr_ae66773f
acct_2a9555f1,dev_e61010c5,ip_c4d8d244,card_58b6ae9c,addr_1b6afe83
acct_811dfc82,dev_1c971ab5,ip_6bdf9157,card_a2706442,addr_467d8f64
acct_df4b9f3a,dev_09c3e313,ip_e5306e0e,card_ccc4c336,addr_431d437c
acct_4880a864,dev_74ee20e2,ip_4df54eb3,card_988c3ed9,addr_133a01cf
acct_63fc864c,dev_c41e5cc5,ip_d554094c,card_55eb44d7,addr_ebd39c5f
acct_2191310e,dev_decb2bfb,ip_b818fcaa,card_ba0b5311,addr_a7b69bec
acct_710253ee,dev_1f4507fd,ip_2c5e5bab,card_a7dace0b,addr_064c0c07
acct_08c9e480,dev_8349f3a6,ip_004caef5,card_3d5277ce,addr_c9dd520a
acct_7d43e10a,dev_019b17a1,ip_8641f44b,card_d19faa4a,addr_bc4d7247
acct_39f0bc8c,dev_4a2d58b4,ip_759a88e6,card_126a7d0b,addr_30cd5e76
acct_cd8dba76,dev_cbec3248,ip_64d9409a,card_315f86c5,addr_78fb1168
acct_5fb7b174,dev_b876b746,ip_0119c118,card_0f5fef4b,addr_e889f0c3
acct_f7789dc6,dev_b803e434,ip_a4f0573e,card_f519cdbf,addr_5ea5b95a
acct_bdd23cd3,dev_8eebca0a,ip_ee92b16f,card_29848a46,addr_6ce47767
acct_03656392,dev_c5b40933,ip_bb878fe1,card_7e2ae59a,addr_2b608941
acct_51922480,dev_37ee4434,ip_6f95253a,card_1d67b041,addr_f5fe77eb
acct_65f37952,dev_1cdc32c0,ip_008fa4ad,card_7ab19952,addr_631d0c83
acct_2d61e7b4,dev_44eedbd8,ip_54bd19c1,card_5dfeae73,addr_b68e062a
acct_a42421bd,dev_4f6a083a,ip_fe82a0cf,card_e40dfe3c,addr_151584c4
acct_2feb6ad4,dev_08eceeb2,ip_4ee6724c,card_649c2e96,addr_68f453dd
acct_2987818a,dev_611e24bc,ip_e45e741c,card_9ed786ca,addr_dc4716e0
acct_2863692e,dev_8a8c0b6a,ip_9e01b79b,card_a77c7778,addr_4e73ca79
acct_d2fbc841,dev_44f8669d,ip_081af0cd,card_1209a7cd,addr_324822c7
acct_ba0ffd1b,dev_2bbe805c,ip_94e93946,card_2f0fbdbd,addr_00ab998c
acct_34230bc1,dev_2ac67611,ip_e23b7147,card_c81039c4,addr_490e342b
acct_198a1a47,dev_0a187633,ip_dfd17664,card_bb428cb1,addr_c5189f7d
acct_ae6577d9,dev_fd8de2d6,ip_a22b29ce,card_d9e9ac05,addr_b474ce84
acct_e43aea10,dev_a8e61868,ip_5953bc7e,card_6891e12f,addr_1b5d86d8
acct_257b5927,dev_db049de9,ip_f378289f,card_286e4909,addr_29f1c1db
acct_0cb721a3,dev_da5d8ff5,ip_ab2b82ff,card_31197edb,addr_7700d959
acct_6c8d3287,dev_44bd8d81,ip_ebf45b32,card_5edd359d,addr_e92b4ee0
acct_b31936df,dev_8d01f5c8,ip_d4202cca,card_d94926c8,addr_35c79c49
acct_a4d134cc,dev_0a59036e,ip_bd965e63,card_02184aa6,addr_81ddc993
acct_9c04734b,dev_18dbe155,ip_f00b5b08,card_0a8e83f1,addr_f243b14f
acct_c32ee0cb,dev_0cb51e6f,ip_83912dbb,card_24cebdc8,addr_fbf540c7
acct_285df482,dev_9a22fb97,ip_e0ed7c66,card_d35349b0,addr_9f33565b
acct_f3254ca9,dev_9e0c1af7,ip_1b99121b,card_0f8d419e,addr_abc24020
acct_810cd652,dev_6e584116,ip_675ad4af,card_c16b6a57,addr_f245a89a
acct_ab37e89b,dev_306f3f01,ip_f22e4145,card_c2bdb9e4,addr_fe09368d
acct_08daa6e5,dev_ddf8720c,ip_d65726a4,card_0ec83a23,addr_93a5aa55
acct_bdc85097,dev_82d93eec,ip_6e658427,card_160d4200,addr_fc7f49b7
acct_d9488cea,dev_e51e632e,ip_a94af9eb,card_c88b80b7,addr_a224cf87
acct_72ab8845,dev_09662b3d,ip_91103f0c,card_a2bb64dc,addr_2157b911
acct_c8582c5d,dev_03277fd4,ip_ac9fa72d,card_905772ee,addr_9b678b3f
acct_0ee3f53f,dev_f989d2bd,ip_9a4ee885,card_d6c38ea3,addr_3d70560c
acct_fc15076a,dev_c783ea00,ip_31cf07b0,card_673479fd,addr_4042b0d6
acct_83f9c448,dev_949d91ec,ip_263e1ef7,card_8cd0d215,addr_a2c5d616
acct_880bbf27,dev_b3bf4fe9,ip_1e461bf5,card_f44dfbbd,addr_c552a903
acct_a430e7bb,dev_0ca7800e,ip_4cd3beb5,card_d2075a34,addr_6fe64547
acct_de7dfec6,dev_09392992,ip_753213ee,card_e3c28b9b,addr_3036ceb8
acct_195dadd8,dev_39155207,ip_d3067405,card_95f773a9,addr_24b1efdf
acct_b9daf87e,dev_bf103d11,ip_eddb641b,card_9c9a081d,addr_80575315
acct_0ddc1de9,dev_5c157f0c,ip_43763111,card_2a26164b,addr_45cd6aa9
acct_91039080,dev_1b5b87b1,ip_31341b18,car_d05177d4,addr_e5107291
acct_f9267f86,dev_7de18eda,ip_3e0713d9,card_3196ca69,addr_3b4a7c98
acct_5b8f01f2,dev_6bfa4f8e,ip_4817b7ef,card_317ebac5,addr_6d799ef0
acct_5fe51c8a,dev_ce6881dc,ip_e058e6b5,card_5bd4ca36,addr_50f0bcad
acct_22a13cac,dev_28c971ed,ip_d0c00efb,card_fe567d7c,addr_5acbb685
acct_6f8f8a59,dev_4b3fdfb8,ip_abadb673,card_cf0c5a0b,addr_66526aab
acct_fe9b7ba3,dev_5294b9f8,ip_b1990657,card_17442fe8,addr_74dd1968
acct_73b87d6a,dev_3daf4241,ip_1b5307d2,card_a6adb88c,addr_616e4652
acct_43a57808,dev_476e4624,ip_cdab2b6d,card_b846004a,addr_f956fee1
acct_39f7e572,dev_e35dbd9b,ip_b1e1e033,card_fbd1190f,addr_b87ac7ec
acct_eac9f87a,dev_6a87b3c9,ip_65761dfc,card_079f5831,addr_e4f4e2f7
acct_2bb99591,dev_fcaf352c,ip_ea8f75aa,card_2633e1b2,addr_6502e2f3
acct_61af6345,dev_e8b0ec74,ip_8ce68037,car_2e922ba2,addr_891dfc08
acct_56fd3243,dev_9d790a97,ip_4b6a9062,card_a02b9c8c,addr_280c6222
acct_1a2b191a,dev_73ab9dd6,ip_ea8f75aa,card_5b683e74,addr_7302a5d6
acct_80ffa077,dev_af0a0980,ip_52cd5fd3,card_50a72b93,addr_7ef2d698
