account_id,is_fraud_ring,ring_id
acct_0ddc1de9,0,
acct_91039080,1,ring_9
acct_f9267f86,0,
acct_5b8f01f2,0,
acct_5fe51c8a,0,
acct_22a13cac,0,
acct_6f8f8a59,0,
acct_fe9b7ba3,1,ring_0
acct_73b87d6a,0,
acct_43a57808,0,
acct_39f7e572,0,
acct_eac9f87a,0,
acct_2bb99591,0,
acct_61af6345,1,ring_14
acct_56fd3243,0,
acct_1a2b191a,0,
acct_80ffa077,0,
acct_8f60fd16,0,
acct_2873ed5c,1,ring_4
acct_a10ed408,1,ring_12
acct_70ab594d,0,
acct_597ada02,0,
acct_890faf47,0,
acct_1cccea81,0,
acct_1c8e5c79,0,
acct_ad970309,0,
acct_a8ace452,0,
acct_08f2e5ee,0,
acct_3d90e305,0,
acct_040cd805,0,
acct_769265d1,0,
acct_7ad1b740,0,
acct_bd5a9231,0,
acct_0fe0f56c,0,
acct_e9237985,0,
acct_912cfa6b,0,
acct_bf396563,0,
acct_da76b320,0,
acct_35b89cbe,0,
acct_19219441,0,
acct_ef26ebaa,0,
acct_382a972d,0,
acct_21efc7a9,0,
acct_7f027e06,1,ring_10
acct_aeba0374,0,
acct_9eeb1f45,0,
acct_cfbb8bfb,0,
acct_dbaa9a11,0,
acct_638af47c,0,
acct_a6ca3675,0,
acct_fc0c4450,0,
acct_bf86480d,0,
acct_e475043a,0,
acct_ba521e4a,0,
acct_7856d072,0,
acct_bd8d3879,0,
acct_16151cca,0,
acct_44e08b1f,0,
acct_077963b5,0,
acct_567d24b9,0,
acct_54bdea7d,0,
acct_ef43cd15,0,
acct_d9b67d7c,0,
acct_d1b436d6,0,
acct_0e552f3b,0,
acct_072e3c16,0,
acct_9d8cb60e,0,
acct_7ab3bc56,0,
acct_34ca2092,0,
acct_e72c8843,0,
acct_44fc8b7c,0,
acct_7bf7061c,0,
acct_5ae762bc,0,
acct_a4f43fb8,0,
acct_1ab35bde,0,
acct_566469d6,0,
acct_cbe16ab2,0,
acct_496b9200,0,
acct_676419b8,0,
acct_ef21eeec,0,
acct_8cb3e337,0,
acct_c95078b8,0,
acct_6febc0fd,0,
acct_6ee79719,0,
acct_4c3ea1db,0,
acct_3f5551e6,0,
acct_33ac5132,0,
acct_ba9b5ad1,0,
acct_88da1ecb,0,
acct_a6a6f11d,0,
acct_15310bf7,0,
acct_1cf1b919,0,
acct_e82dd996,0,
acct_5f1b1a6e,0,
acct_06884a24,0,
acct_131abaa2,0,
acct_229ee686,0,
acct_dbd32a16,0,
acct_44ed398a,0,
acct_a567b7dc,0,
acct_e2fbb2b5,0,
acct_ff6a3a3f,0,
acct_c65eef7f,0,
acct_18284dee,0,
acct_709aef22,0,
acct_c3905906,0,
acct_a9572d28,0,
acct_3ed47bab,0,
acct_dbc13477,0,
acct_f8abb784,0,
acct_5de9e9fc,0,
acct_0edc0f0c,0,
acct_74df4e8c,0,
acct_7a4708d9,0,
acct_fa1c0835,0,
acct_b00fd304,0,
acct_d9acbcd6,0,
acct_648d4446,0,
acct_c9a24347,0,
acct_a817ea42,1,ring_2
acct_33a6f90a,0,
acct_c3ee1f27,0,
acct_e1c60ae7,0,
acct_cbee6e93,0,
acct_3151f24a,0,
acct_c877dc5b,0,
acct_664c73e6,0,
acct_5f87b637,0,
acct_18d909b1,0,
acct_b2726d10,0,
acct_e88f8b6f,0,
acct_71b7e8ba,0,
acct_7e24754d,0,
acct_b428a5fa,0,
acct_c7eb7eea,0,
acct_e9a24df9,0,
acct_fcf20972,0,
acct_0ed0588d,0,
acct_e0fec2d8,0,
acct_46e150ba,0,
acct_90ccb70d,0,
acct_7da01320,0,
acct_2e06bbe7,0,
acct_0080399d,0,
acct_694b78f0,0,
acct_93fbeb74,0,
acct_6ffa73c2,1,ring_1
acct_755ba14d,0,
acct_00ee9a73,0,
acct_d4281383,0,
acct_242987b8,0,
acct_12b64c4c,0,
acct_780056da,0,
acct_50a13c98,0,
acct_ca12a01b,0,
acct_245a311c,0,
acct_48c6cc6e,0,
acct_33150b10,0,
acct_2861e9ab,0,
acct_da855796,0,
acct_b7a197b5,0,
acct_dd6e81ef,0,
acct_34dab953,0,
acct_baaa5a99,0,
acct_a231c75f,0,
acct_6929bf53,0,
acct_44d8741f,0,
acct_de8efe53,0,
acct_60e0747c,0,
acct_93f9389b,0,
acct_0e00f2cd,0,
acct_8dd7fec2,1,ring_8
acct_eda82517,0,
acct_b8e74e71,0,
acct_69e2052f,0,
acct_b7c7d6e0,0,
acct_e0687e8f,0,
acct_151f4aa9,0,
acct_05036d58,0,
acct_08067bf4,0,
acct_3a12ee35,0,
acct_aad34390,0,
acct_cba08efd,0,
acct_2b636843,0,
acct_f52461f0,0,
acct_7e7667f5,0,
acct_78aec84c,0,
acct_a4940db5,0,
acct_85721665,0,
acct_24aa44b7,0,
acct_1d4407d7,0,
acct_2c9daebd,0,
acct_6d1d9db1,1,ring_4
acct_7138bc78,0,
acct_557bfa16,0,
acct_97ba6bec,0,
acct_af18ab3b,0,
acct_4f884918,0,
acct_0476f432,0,
acct_c8dcab4b,0,
acct_c7417ef1,0,
acct_c20218ad,0,
acct_400fb24b,0,
acct_a730b0b5,1,ring_13
acct_ca808231,0,
acct_23b51101,0,
acct_4ad7170b,0,
acct_063d962c,0,
acct_7526485b,0,
acct_be120b7a,0,
acct_88dcffb7,0,
acct_3d1557cf,0,
acct_95bc9202,0,
acct_6ba97f3b,0,
acct_3d7b043e,0,
acct_3565295e,0,
acct_142384ca,0,
acct_2e9b8695,0,
acct_7d2599cb,0,
acct_877f2892,0,
acct_a95ebf74,0,
acct_86e593d5,0,
acct_309be990,0,
acct_de4db261,1,ring_7
acct_66788bf6,0,
acct_d012c387,0,
acct_488c9202,0,
acct_29c7a8d9,0,
acct_1bfaa36d,0,
acct_3bbe5f04,0,
acct_4053d9cf,0,
acct_7bd6706f,0,
acct_9191e8c7,0,
acct_f4c0d7b6,0,
acct_815b7772,1,ring_14
acct_7048d889,0,
acct_1369474e,0,
acct_b49b0499,0,
acct_5afe1980,0,
acct_997681c6,0,
acct_526d8e43,0,
acct_b469cd30,0,
acct_359ec3fd,0,
acct_d4cd679d,0,
acct_e82c9943,0,
acct_1a27b4f0,0,
acct_96974243,0,
acct_bff2059f,0,
acct_6e00c329,0,
acct_b082e4f1,0,
acct_b5760501,0,
acct_c8049c50,0,
acct_ee84f4c5,0,
acct_f92572f9,0,
acct_a6435d03,0,
acct_4a3f571d,0,
acct_67121e42,0,
acct_1583a7e4,0,
acct_4c839354,0,
acct_ea588859,0,
acct_51a39f02,0,
acct_c5e40a36,0,
acct_6cdda68b,1,ring_14
acct_248dcd7a,0,
acct_b9204ac1,0,
acct_4ae2b729,0,
acct_af4f95de,0,
acct_b9940fec,0,
acct_a1622446,0,
acct_460908cf,0,
acct_227bc4d9,0,
acct_63eb73cb,0,
acct_f7a39bed,0,
acct_d3379238,0,
acct_8d0bc0e7,0,
acct_557f6815,0,
acct_1e2dc5e6,0,
acct_2574e114,0,
acct_062996bb,0,
acct_e1bea155,0,
acct_3a80a74e,0,
acct_3cdcf4df,0,
acct_07b7a601,0,
acct_19021c49,0,
acct_171b118e,0,
acct_0490bf5c,0,
acct_7150c5aa,0,
acct_a9d182b8,0,
acct_b46f6cfe,0,
acct_0a9454c6,1,ring_3
acct_ad4f0b38,0,
acct_59fca77a,0,
acct_f452473b,0,
acct_aabadd4f,1,ring_0
acct_1017b4e7,0,
acct_ad80e73d,0,
acct_5a96c5ec,0,
acct_8ab28cfe,0,
acct_c7f3fb51,0,
acct_ad818035,0,
acct_c1cb5db7,1,ring_9
acct_16c8b9fd,0,
acct_dcac6fc3,0,
acct_e52531bc,0,
acct_eab1bc81,0,
acct_052abf20,0,
acct_f9ef9593,0,
acct_dbb971ae,0,
acct_e0e9b438,0,
acct_2794b875,0,
acct_e484cfde,0,
acct_606eaf94,0,
acct_3c043af5,0,
acct_b5c8f45e,0,
acct_4cf3970a,0,
acct_b4b13675,0,
acct_5db730ff,0,
acct_d15323d3,0,
acct_16e1ca6c,0,
acct_855d2dd4,0,
acct_75346cb3,0,
acct_c31aab32,0,
acct_3acf8f48,0,
acct_7454585c,0,
acct_1759b89a,0,
acct_f940de43,0,
acct_749fa8aa,0,
acct_fb4a241d,0,
acct_a3f77da7,0,
acct_474982d5,0,
acct_e4f3db5b,0,
acct_f9fd96e0,0,
acct_0be57464,0,
acct_896019a7,0,
acct_5d92c589,0,
acct_cc60b0be,0,
acct_2d13fa2e,0,
acct_2faa2a2c,0,
acct_c6b9fff4,0,
acct_a05dd959,0,
acct_9461e561,0,
acct_f6c8dd42,0,
acct_8ee4352b,0,
acct_a10f0917,0,
acct_42d64f17,0,
acct_29d94570,0,
acct_75c6ae05,0,
acct_ffc224c2,0,
acct_7d2a3d8a,0,
acct_7a96c4eb,0,
acct_d036d032,0,
acct_8df9bec2,0,
acct_465f5c59,0,
acct_2fc443bb,0,
acct_0a9b4283,0,
acct_912980d3,0,
acct_9f6f9515,0,
acct_b7b28e00,0,
acct_97d95337,0,
acct_377f83ea,0,
acct_1bb11eda,0,
acct_32883e52,0,
acct_d5b1aab0,0,
acct_bc21025c,1,ring_14
acct_44e29969,0,
acct_e964bc64,0,
acct_b68ccc6e,0,
acct_908f0aff,1,ring_11
acct_f76b3638,0,
acct_23860cc1,0,
acct_dcb8c29c,0,
acct_f42b1667,0,
acct_871b1f45,0,
acct_ccf47ad4,0,
acct_76382ad1,0,
acct_e0d73fc7,0,
acct_9b69bb98,0,
acct_6a6d545b,0,
acct_5c928f65,0,
acct_d2dd8d92,1,ring_0
acct_12f19611,0,
acct_66cd8e3e,0,
acct_5131fec1,0,
acct_c292d89f,0,
acct_44dc0792,0,
acct_59f84a35,0,
acct_458ded52,0,
acct_80a78db2,0,
acct_c185b9a5,1,ring_12
acct_b338901e,0,
acct_14a73755,0,
acct_ada66e73,0,
acct_253e620b,0,
acct_ee97bd12,0,
acct_3983da72,0,
acct_5a35d6c1,1,ring_5
acct_b150a646,0,
acct_2089c09c,0,
acct_03127115,0,
acct_647da57f,0,
acct_c3a96fc0,0,
acct_16112073,0,
acct_6c21e74c,0,
acct_689f2d49,0,
acct_096c597f,0,
acct_70db0626,0,
acct_08728606,0,
acct_09603b4e,0,
acct_d6ed4880,0,
acct_cbbd49c3,0,
acct_e1cb3abc,0,
acct_5725edab,1,ring_5
acct_3958f43c,0,
acct_3e8ee89b,0,
acct_5bcf3254,1,ring_8
acct_ba7ff476,0,
acct_6d828130,0,
acct_ffcf6c3b,0,
acct_604dbc7f,0,
acct_0c0c9d16,0,
acct_ed5ef859,0,
acct_31ce4254,0,
acct_6d10abf8,0,
acct_9430580d,0,
acct_dcf5308c,0,
acct_7ff30390,0,
acct_173ceee6,0,
acct_5c376269,0,
acct_70fa912a,0,
acct_c1e140be,0,
acct_b4e5c0c2,0,
acct_d8999786,0,
acct_faa1b423,0,
acct_9a93a6a0,0,
acct_230ce49c,0,
acct_a3956f5b,0,
acct_892dbae0,0,
acct_15872674,0,
acct_ba87c46c,0,
acct_a1ed40ba,1,ring_14
acct_7e388fbe,0,
acct_e1c9d556,0,
acct_ed9de589,0,
acct_e7251529,0,
acct_0515f128,0,
acct_b5034ed0,0,
acct_fe87796b,0,
acct_84361dba,0,
acct_ca64deee,0,
acct_dd75d6d1,0,
acct_b434cd54,0,
acct_d2d85feb,0,
acct_b3efafdd,0,
acct_f54ff40c,0,
acct_633c6e44,0,
acct_f55986c6,0,
acct_23eb501b,0,
acct_019045ac,0,
acct_396f3f50,0,
acct_fc437216,0,
acct_2f31beca,0,
acct_d584262b,0,
acct_2b7a6f43,0,
acct_c62c0c1b,0,
acct_64a9a4eb,0,
acct_120f661c,0,
acct_e755ffbc,0,
acct_44b7da66,0,
acct_c6db3b64,0,
acct_5429592c,0,
acct_e6d3249e,0,
acct_6fd7f638,0,
acct_e442eed4,0,
acct_367129fd,0,
acct_7a10b683,0,
acct_58f75d4a,0,
acct_a43d1943,0,
acct_6c1e17a1,0,
acct_3cb9a361,0,
acct_bcb967d8,0,
acct_4591b3e1,0,
acct_b8485930,0,
acct_c1700798,0,
acct_73a40516,0,
acct_75f3e685,0,
acct_72ac6e21,0,
acct_6198eac9,0,
acct_f567eba7,0,
acct_b538e60f,0,
acct_f6f89e93,0,
acct_9679a69e,0,
acct_e91267bf,0,
acct_b007cef5,0,
acct_f401350c,0,
acct_707cb0d8,0,
acct_bf9328a0,0,
acct_3b063833,0,
acct_78a70aae,0,
acct_24112c1e,0,
acct_17e9013b,0,
acct_e01206ae,0,
acct_a549cbf5,0,
acct_b2e1266c,0,
acct_68800840,0,
acct_6d96cacd,0,
acct_481de727,1,ring_2
acct_7b9dc9d2,0,
acct_79247e63,0,
acct_33c49dfd,0,
acct_edaca145,0,
acct_aaa5023c,0,
acct_5beaf127,0,
acct_eb74dcb8,0,
acct_87a7b3f1,0,
acct_88d5710f,1,ring_2
acct_1413fba7,0,
acct_34c4932a,0,
acct_9880df52,0,
acct_6aab149e,0,
acct_0ada44a4,0,
acct_35075fba,0,
acct_b2fc6045,0,
acct_faa25c01,0,
acct_4db4737d,0,
acct_84040f6a,0,
acct_2098df0c,0,
acct_d2617b1d,0,
acct_55b3dcde,0,
acct_75b287c1,1,ring_0
acct_6693a6f8,0,
acct_d0e78711,0,
acct_00673705,0,
acct_18c2a32f,0,
acct_9971885d,0,
acct_353d0847,0,
acct_577f9612,0,
acct_e4e9b1de,0,
acct_760bba4c,0,
acct_6cb29f44,0,
acct_d79dc825,0,
acct_d7c66a7c,0,
acct_316f4039,0,
acct_bc5d3f43,0,
acct_7892a24c,0,
acct_96b89908,0,
acct_e2a4f2f0,0,
acct_d2439de5,0,
acct_ee891c1e,0,
acct_c8092be3,1,ring_9
acct_2f17c81b,0,
acct_50036168,0,
acct_fc36d1d6,0,
acct_5246dae3,0,
acct_7b624c5f,0,
acct_8c9ab396,0,
acct_ab758a05,1,ring_4
acct_eed81f8f,0,
acct_2a997255,0,
acct_08535f1b,0,
acct_7c5a586f,1,ring_13
acct_9938ba8a,0,
acct_05e0ea20,0,
acct_bc41a388,0,
acct_116c905d,0,
acct_101a1c6d,0,
acct_6f8aa16a,0,
acct_5e0caf9c,0,
acct_464740e5,0,
acct_a25bb276,0,
acct_72ac7e9e,0,
acct_f6f2a040,0,
acct_72ec454b,0,
acct_b439312e,0,
acct_932247ce,0,
acct_cf3c4057,0,
acct_7f9a48ae,0,
acct_1b082e8a,0,
acct_c11cf7ca,0,
acct_bfe200d8,0,
acct_3443f1e7,0,
acct_e658d184,0,
acct_7ad6f878,0,
acct_f535f48d,1,ring_6
acct_3fb7652b,0,
acct_d88984b8,0,
acct_9e324eac,0,
acct_8efb8bf7,0,
acct_f012a610,0,
acct_0cde7d17,0,
acct_dd7b5793,0,
acct_11501652,0,
acct_ad69a8be,0,
acct_f89d01c1,0,
acct_cd07b38e,0,
acct_f3c6575a,0,
acct_0f28d1a6,0,
acct_3541462c,0,
acct_35169b66,0,
acct_6e15e5fa,0,
acct_53d7e5d5,0,
acct_29985c56,0,
acct_dba5524d,0,
acct_76cc148f,0,
acct_93137aae,0,
acct_dc9cd374,0,
acct_671116a6,0,
acct_f578d454,1,ring_10
acct_e9ed040b,0,
acct_c88c9117,0,
acct_f937eed3,1,ring_10
acct_bd5245e7,0,
acct_fef48d4a,0,
acct_8cd67d4a,0,
acct_973e6de1,0,
acct_23f682cf,0,
acct_7d72d7a5,0,
acct_30b3be46,0,
acct_cedae253,0,
acct_913ab2b5,0,
acct_66efce31,0,
acct_80523810,0,
acct_f8563178,0,
acct_0ccce6e8,0,
acct_7a285eb6,0,
acct_f84317fd,0,
acct_d6a29772,0,
acct_75743996,0,
acct_bfabbb55,0,
acct_0ffde5cb,0,
acct_54e8bf83,0,
acct_57635eb1,0,
acct_29ec29c0,0,
acct_09150075,0,
acct_ea4f77cd,0,
acct_1fbcd811,0,
acct_7d3e302e,0,
acct_612d98cb,0,
acct_c3efcc00,0,
acct_10c903d9,0,
acct_8c2d3bc1,0,
acct_33436580,0,
acct_3fa66e08,0,
acct_3321937c,0,
acct_05b7a059,0,
acct_c3584ea7,0,
acct_53085d0a,0,
acct_b3c58026,0,
acct_3cfd51a6,0,
acct_c0d253f2,0,
acct_a95b2968,0,
acct_16e67e2e,0,
acct_193b7cb0,0,
acct_cf94b882,0,
acct_6d2f165c,0,
acct_99528116,0,
acct_18a08f9b,0,
acct_6b1cea7f,0,
acct_b9195792,0,
acct_5177f725,0,
acct_1bf12ba3,0,
acct_5a5d8f0d,0,
acct_2499d938,0,
acct_7422af50,0,
acct_4fcd022b,0,
acct_443cf697,0,
acct_dddcb394,0,
acct_89732081,0,
acct_a1765155,0,
acct_7bdadd35,0,
acct_411bd3fd,1,ring_1
acct_9224d4b5,0,
acct_860821d4,0,
acct_eb58460f,0,
acct_b0e388c0,0,
acct_c1d6b46b,0,
acct_b2bef6e2,0,
acct_2fef1bf7,0,
acct_d6b843fe,0,
acct_dbc6495a,0,
acct_0583cb04,0,
acct_3ba39344,0,
acct_2be15f37,0,
acct_bf0dc0cf,0,
acct_e573d0ac,0,
acct_906c2334,0,
acct_8b65892d,0,
acct_d91521c4,0,
acct_874f77df,0,
acct_b3eb4bcc,0,
acct_a199f0a0,0,
acct_e90e151f,0,
acct_f5cf2769,0,
acct_b7971ddc,0,
acct_09f308f5,0,
acct_ee2ec40b,0,
acct_e1ffb4a1,1,ring_7
acct_7e50d848,0,
acct_159a343a,0,
acct_85f433ec,0,
acct_51972159,0,
acct_d45a0b88,0,
acct_53783507,0,
acct_c99390d8,0,
acct_7f944448,0,
acct_a57917d6,0,
acct_3c3e5d20,0,
acct_297e184e,0,
acct_27091cf0,0,
acct_1445f506,0,
acct_630c2a98,0,
acct_2391d704,0,
acct_e9d9029b,0,
acct_0b781399,0,
acct_7c2950b0,0,
acct_207b3381,0,
acct_151a754a,0,
acct_eda59220,1,ring_1
acct_e113bcad,0,
acct_d352b258,0,
acct_3769ddde,1,ring_12
acct_057bb63f,0,
acct_cc99de5d,0,
acct_12e78579,0,
acct_5c5732a5,0,
acct_68bf6c90,0,
acct_216cdbb9,0,
acct_8df4af8d,0,
acct_9139c1a1,0,
acct_5b7a8ab7,0,
acct_0c1ef165,0,
acct_3127a139,0,
acct_ad8b7915,0,
acct_85410ec5,0,
acct_24db159b,0,
acct_5be9e248,0,
acct_a9977cbb,0,
acct_c29c8516,0,
acct_21074908,0,
acct_25fff8d1,0,
acct_632ed4df,0,
acct_f47b0ea8,0,
acct_08f16cb6,0,
acct_4f2ab739,0,
acct_05484bda,0,
acct_137e2ea5,0,
acct_ab6b41fe,0,
acct_b731f7c0,0,
acct_295d1fe0,0,
acct_dfcd7ce4,0,
acct_38a473fa,0,
acct_c608f23b,0,
acct_34a20316,1,ring_4
acct_708ceda0,0,
acct_9844c911,0,
acct_0dba62a5,0,
acct_c64e0f89,0,
acct_180658a9,0,
acct_a52d0d98,0,
acct_947d6323,0,
acct_979e723c,0,
acct_b7d4c3d9,0,
acct_93d3fd57,0,
acct_930068c6,0,
acct_8ddc8f29,0,
acct_e864a9d3,0,
acct_feea02e0,0,
acct_7dab2aca,0,
acct_8fad2b63,0,
acct_5e42a7a9,0,
acct_228f5c2f,0,
acct_0259d341,0,
acct_74364bdb,0,
acct_4dd2f1ca,0,
acct_281d7635,0,
acct_bfef7ac6,0,
acct_6066f801,0,
acct_011392cc,0,
acct_3f5ba2f8,0,
acct_3f923562,0,
acct_aa0b0f4e,0,
acct_194a9df7,0,
acct_94308c9a,0,
acct_48fbc334,0,
acct_0da72f2e,0,
acct_6174d539,0,
acct_13189194,0,
acct_c15d9398,0,
acct_138b13d9,0,
acct_403b1079,0,
acct_c98e631a,0,
acct_fed9cec5,0,
acct_4d11f0ea,0,
acct_e04e929e,0,
acct_f51ba050,0,
acct_b2e65249,0,
acct_5a9792fb,0,
acct_47995e18,0,
acct_96eca16e,0,
acct_bf7cde61,0,
acct_06390eb8,0,
acct_4daa4bf2,0,
acct_b7447893,0,
acct_6b948c3d,0,
acct_7487a834,0,
acct_8f6afebc,0,
acct_ee8832f3,0,
acct_37bb4474,0,
acct_4a7a8e54,0,
acct_7c285d9c,0,
acct_bf0fc277,0,
acct_e4e57295,0,
acct_a2ab8b08,0,
acct_9393933b,0,
acct_ebe1576d,0,
acct_b3174e8a,0,
acct_3b1ddc64,0,
acct_b835e6a2,0,
acct_65164dee,1,ring_7
acct_ea197d61,0,
acct_321492ee,0,
acct_e85e4c83,0,
acct_2ce5c3e2,0,
acct_02f7470f,0,
